,tendencia,explicación,url,media,time,suceso
496,Arévalo,Por su cruce con Leonardo Gentili en Radio La Red,https://t.co/fk7CmbQBFR,https://pbs.twimg.com/ext_tw_video_thumb/1384257051770048514/pu/img/d012oDOySb8YPU-l.jpg,19/04/2021 21:26:26,mediático
497,Leeds,Porque empató con Liverpool en la #PremierLeague,https://t.co/HMsJgUHete,https://pbs.twimg.com/media/EzXZBeEVoAA6xwr.jpg,19/04/2021 21:02:31,deportivo
498,FOPEA,Por su comunicado tras el procesamiento de Daniel Santoro,https://t.co/2AewysHk3d,https://pbs.twimg.com/media/EzXSGD1VgAA1UFG.jpg,19/04/2021 20:32:14,político
499,DanielSantoro,Porque informan que fue procesado como partícipe necesario en una causa que investiga intento de extorsión,https://t.co/GgcpE9Zap0,https://pbs.twimg.com/media/EzXJyYaUcAISSPc.jpg,19/04/2021 19:55:56,político
500,Estigarribia,Porque convirtió el gol para la victoria de San Martín ante Chicago en la #PrimeraNacional,https://t.co/KtpTwV91qP,https://pbs.twimg.com/amplify_video_thumb/1384211349421494278/img/4lYGcI7gA5pSox0s.jpg,19/04/2021 19:33:09,deportivo
501,LuisVázquez,Porque extendió su contrato con Boca hasta 2025,https://t.co/sbuogpav9e,https://pbs.twimg.com/media/EzW4YG4VUAA7zo6.jpg,19/04/2021 18:39:52,deportivo
502,TheFlash,Porque informan que comenzó el rodaje de #TheFlashMovie,https://t.co/Mzxnq8zTNh,https://pbs.twimg.com/ext_tw_video_thumb/1384177303073169419/pu/img/jIpSFtYkyVRhMLpu.jpg,19/04/2021 18:14:29,artístico
503,Batman,Por la historia que publicó Marcelo Tinelli en Instagram,https://t.co/5vtGET4j1d,https://pbs.twimg.com/media/EzWoGSDVIAEft3m.jpg,19/04/2021 17:28:45,mediático
504,Repugnante,Por las declaraciones de Axel Kicillof,https://t.co/R3yVISlwAa,https://pbs.twimg.com/ext_tw_video_thumb/1384196556543258636/pu/img/ew8xuJS19mwxYsJC.jpg,19/04/2021 17:26:04,político
505,SaintGeorge,Por el tweet que publicó @MARCELOFAVAOK,https://t.co/2VkuXWF2U6,https://pbs.twimg.com/media/EzWicD7VUAIEOvV.jpg,19/04/2021 17:04:02,covid
506,UEFA,Porque anunció el cambio de formato para sus competiciones de clubes desde la temporada 2024/25,https://t.co/qC584oKLks,https://pbs.twimg.com/media/EzWWTgMVIAIwveX.png,19/04/2021 16:11:00,deportivo
507,ShangChi,Por el nuevo trailer de esa película,https://t.co/H8HsvFWCot,https://pbs.twimg.com/media/EzVeYo2VEAQ-7P6.jpg,19/04/2021 16:10:48,artístico
508,Israel,Porque eliminó la obligación de usar barbijo al aire libre,https://t.co/QlRTipm9BZ,https://pbs.twimg.com/media/EzWWM0KVUAMZqJ6.jpg,19/04/2021 16:10:33,político
509,UnitedSchool,Por el tweet que publicó @soyjuanjomendez,https://t.co/6PWEL4noDf,https://pbs.twimg.com/media/EzV3f2aVEAcNQQG.jpg,19/04/2021 13:56:25,político
510,LaUBA,"Porque suspendió el dictado de clases presenciales en la secundaria y carreras de pregrado, grado y posgrado hasta el 30 de abril",https://t.co/K91t5t7UdD,https://pbs.twimg.com/media/EzV2DnnVUAAIPaU.png,19/04/2021 13:50:07,covid
511,Mourinho,Porque dejó de ser el director técnico del Tottenham,https://t.co/3fQoYpH8N2,https://pbs.twimg.com/media/EzVxwMOUcAQhAj3.jpg,19/04/2021 13:31:20,deportivo
512,Filmus,Por el tweet que publicó,https://t.co/7blgT1NNV0,https://pbs.twimg.com/media/EzVxm9gVgAEkOze.jpg,19/04/2021 13:30:42,político
513,Marte,Por el primer vuelo del helicóptero Ingenuity en ese planeta,https://t.co/0JLO15o3pQ,https://pbs.twimg.com/media/EzVxbSIVUAQtYPK.jpg,19/04/2021 13:29:54,aislado
514,MinisterioSeguridad,Por un tweet que publicó @MinSeg,https://t.co/TacAVDdhtX,https://pbs.twimg.com/media/EzVxQ6_VgAEzfqa.jpg,19/04/2021 13:29:11,político
515,GodoyCruz,Porque empató con Colón en la #CopaDeLaLiga,https://t.co/yBV5TK3fbF,https://pbs.twimg.com/media/EzTUDyMUYAsUu9E.jpg,19/04/2021 2:02:20,deportivo
516,Azzaro,Por el tweet que publicó,https://t.co/VpFANamJFL,https://pbs.twimg.com/media/EzTTzsBVIAY2XCu.jpg,19/04/2021 2:01:14,mediático
517,Soria,Por el hilo que publicó @MartinSoria_,https://t.co/mad0QrE01q,https://pbs.twimg.com/media/EzTTiD6VIAEi4pn.jpg,19/04/2021 2:00:02,político
518,Larreta,Porque confirmó la continuidad de las clases presenciales en la Ciudad de Buenos Aires,https://t.co/MzJp3cQVv0,https://pbs.twimg.com/media/EzTOr5mVUAUTsWd.jpg,19/04/2021 1:38:52,covid
519,Luismi,Por el estreno de #LuisMiguelLaSerie2 en Netflix,https://t.co/7M3j3czoty,https://www.madisonbycarol.com/uploads/9/2/1/7/92176614/published/netflix0008.png?1524501882,19/04/2021 0:15:00,artístico
520,Paro,Porque ATE Capital y UTE-CTERA convocaron a un paro docente en la Ciudad de Buenos Aires tras la decisión de la Justicia,https://t.co/nVj5CY9Q41,https://pbs.twimg.com/media/EzSyCFVVEAQBKc3.jpg,18/04/2021 23:33:40,político
521,LaApelaciones,Porque informan que ordenó que se disponga la continuidad de las clases presenciales en la Ciudad de Buenos Aires,https://t.co/zc9Ecu0BfN,https://pbs.twimg.com/media/EzSxUpYUUA0V_vC.png,18/04/2021 23:30:34,covid
522,Barreto,Porque convirtió el gol para la victoria de Independiente ante Defensa y Justicia en la #CopaDeLaLiga,https://t.co/WvFiKaRoxu,https://pbs.twimg.com/media/EzSmG7VVcAUPSEA.jpg,18/04/2021 23:04:55,deportivo
523,Superliga,Por el anuncio oficial de #TheSuperLeague,https://t.co/W4Dd4PV6Wc,https://pbs.twimg.com/media/EzSne9jUcAczJaf.jpg,18/04/2021 22:47:36,deportivo
524,Getafe,Porque igualó con Real Madrid en #LaLiga,https://t.co/WKacaRE1C2,https://pbs.twimg.com/media/EzSRPRLVcAAcp_J.jpg,18/04/2021 21:10:24,deportivo
525,Gimnasia,Por su empate con Estudiantes en la #CopaDeLaLiga,https://t.co/nFa8QKM4D7,https://pbs.twimg.com/media/EzSLMtgVUAAN-i8.jpg,18/04/2021 20:44:00,deportivo
526,Riestra,Porque empató con Atlanta en la #PrimeraNacional,https://t.co/iONoXj4VdI,https://pbs.twimg.com/amplify_video_thumb/1383851041003687953/img/S1P9YDDmLTnSjsnX.jpg,18/04/2021 19:03:16,deportivo
527,Arsenal,Porque venció a Racing en la #CopaDeLaLiga,https://t.co/ZioyJPbyJA,https://pbs.twimg.com/media/EzRsbMuVEAkqjqM.jpg,18/04/2021 18:29:33,deportivo
528,UEFA,Por el comunicado contra la Superliga Europea de Clubes,https://t.co/6jq8wv2e5I,https://pbs.twimg.com/media/EzRMsWBVEAss7Lh.jpg,18/04/2021 16:10:55,deportivo
529,Atalanta,Porque venció a Juventus en la #SerieA,https://t.co/UDU3Xqv6Fe,https://pbs.twimg.com/media/EzRFAIkVcAoyxKF.jpg,18/04/2021 15:37:19,deportivo
530,Verstappen,Porque ganó el #ImolaGP de la #F1,https://t.co/qYMobeHGB0,https://pbs.twimg.com/media/EzRBGNkUYAw6Qno.jpg,18/04/2021 15:20:15,deportivo
531,MarcosRojo,Porque él y Edwin Cardona dieron positivo de #COVID19 en el test rápido y esperan el resultado del PCR,https://t.co/1WQyreeKnE,https://pbs.twimg.com/media/EzQ-_eAVcAMic_v.jpg,18/04/2021 15:11:04,covid
532,Llegaron864,Porque Argentina recibió 864 mil vacunas de AstraZeneca contra el #COVID19,https://t.co/HIHSVBxtmU,https://pbs.twimg.com/media/EzQqfhOVkAE4O-C.jpg,18/04/2021 13:41:29,covid
533,LosFundamentalistas,Por la transmisión de su show #ALosPajaros en YouTube tras las fallas en la web de Ticketek,https://t.co/t5mjLjPOy7,https://pbs.twimg.com/media/EzOTZtTUYAMDkoD.jpg,18/04/2021 2:41:22,artístico
534,Scocco,Por su gol para la victoria de Newell's ante Patronato en la #CopaDeLaLiga,https://t.co/S2j3c8wp4H,https://pbs.twimg.com/amplify_video_thumb/1383589281537552392/img/4ySKOmmIBHrO4MYA.jpg,18/04/2021 1:18:30,deportivo
535,PlazaMayo,Porque reportan incidentes frente a la Casa Rosada durante la marcha #17ATodosALasCalles,https://t.co/ChxoDOTNJv,https://pbs.twimg.com/ext_tw_video_thumb/1383556860905627651/pu/img/0rQsJSQ92lKYjo22.jpg,17/04/2021 23:49:10,político
536,VamosBoca,Por su victoria ante Atlético Tucumán en la #CopaDeLaLiga,https://t.co/1XMWslAiLW,https://pbs.twimg.com/media/EzNhLCZVEAg3fL8.jpg,17/04/2021 23:01:55,deportivo
537,Obelisco,Por la marcha #17ATodosALasCalles,https://t.co/OJEpMhVrgZ,https://pbs.twimg.com/media/EzNX-4FUUAMruZJ.jpg,17/04/2021 22:21:46,político
538,Messi,Porque convirtió el tercer gol para la victoria de Barcelona ante Athletic Club,https://t.co/YpCksH5PgD,https://pbs.twimg.com/amplify_video_thumb/1383525365058998280/img/yh56ESqD0Bpl5UtK.jpg,17/04/2021 21:27:01,deportivo
539,Barça,Porque Barcelona derrotó a Athletic Club y se consagró campeón de la #CopaDelRey,https://t.co/rLRyEWBLcJ,https://pbs.twimg.com/media/EzNLT5cVkAEpTF9.jpg,17/04/2021 21:26:24,deportivo
540,Stuart,Porque se consagró campeón de la #FMSArgentina,https://t.co/IyWRu2bAQX,https://pbs.twimg.com/media/EzNG7cdVUAEFxSK.jpg,17/04/2021 21:07:15,deportivo
541,FACup,Porque Chelsea venció a Manchester City y avanzó a la final,https://t.co/vUTLcVmY2a,https://pbs.twimg.com/media/EzMj1COVUAU7A1U.jpg,17/04/2021 18:33:54,deportivo
542,Sarmiento,Porque derrotó a Lanús en la #CopaDeLaLiga,https://t.co/IGemA9U4jv,https://pbs.twimg.com/media/EzMizyZVoA8nWNE.jpg,17/04/2021 18:29:26,deportivo
543,LourdesCarlé,Porque venció a Yulia Putintseva e igualó la serie de la #BJKCup ante Kazajistán,https://t.co/Ijemsz1Xt8,https://pbs.twimg.com/media/EzMiDQMVEAITNvd.jpg,17/04/2021 18:26:08,deportivo
544,INADI,Por su pronunciamiento sobre la tapa de Revista Noticias,https://t.co/bXdEX1Dybb,https://pbs.twimg.com/media/EzMgTpdVcAgAwyo.png,17/04/2021 18:18:30,mediático
545,FMSArgentina,Por su #JornadaFinal,https://t.co/po8cHm3R95,https://pbs.twimg.com/media/EzMWPNnUcAAoyg9.jpg,17/04/2021 17:34:31,deportivo
546,Edimburgo,Por el funeral del príncipe Felipe,https://t.co/zMClNVEH0j,https://pbs.twimg.com/media/EzMKvw3VIAInudj.jpg,17/04/2021 16:44:18,trágico
547,Falklands,Por los comentarios sobre la camiseta de la Selección Argentina que diseñó @soccept,https://t.co/CG4DxLY90X,https://pbs.twimg.com/media/EzMH_TqVUAga7DU.jpg,17/04/2021 16:32:17,aislado
548,DePaul,Porque convirtió los dos goles para la victoria de Udinese ante Crotone y luego fue expulsado,https://t.co/bLl6rmxZcc,https://pbs.twimg.com/media/EzMHAk0UYAIl49X.jpg,17/04/2021 16:27:59,deportivo
549,Heroic,Porque venció a @9zTeam en la #BLASTPremier,https://t.co/czl59gU276,https://pbs.twimg.com/media/EzMBk8cVUAIBjBH.jpg,17/04/2021 16:07:33,deportivo
550,CarlosZambrano,Porque él y Jorman Campuzano dieron positivo de #COVID19,https://t.co/scSXK4noei,https://pbs.twimg.com/media/EzL4LSvUYAERG2b.jpg,17/04/2021 15:23:11,covid
551,Hamilton,Porque consiguió la pole position en el #ImolaGP,https://t.co/oQ9kJHKTf6,https://pbs.twimg.com/media/EzL4GriVUAEsoMN.jpg,17/04/2021 15:22:52,deportivo
552,Fontevecchia,Por los comentarios sobre la nueva tapa de la Revista Noticias,https://t.co/z6A16FmDxr,https://pbs.twimg.com/media/EzLlgsEUcAUVzAF.jpg,17/04/2021 14:01:37,mediático
553,Burzaco,Por un artículo de Infobae sobre el argentino que amenazó a una legisladora de Estados Unidos https://t.co/bdUHmYJ1Yu,https://t.co/bdUHmYJ1Yu,https://pbs.twimg.com/media/EzLlMQxVEAkwI-f.png,17/04/2021 14:00:14,mediático
554,Falopa,Por el nombre de uno de los perros de la División Perros de la Policía de Jujuy,https://t.co/3kSz2gmylw,https://pbs.twimg.com/media/EzJHeOzUUBEypZt.jpg,17/04/2021 2:31:09,aislado
555,VamosRiver,Por su victoria ante Central Córdoba en la #CopaDeLaLiga,https://t.co/AWq2VJxWIY,https://pbs.twimg.com/media/EzJFlLWVkAA8Kbe.jpg,17/04/2021 2:22:53,deportivo
556,PuentePueyrredón,Por un móvil de Crónica TV sobre los controles en ese puente,https://t.co/DCskuw7yIH,https://pbs.twimg.com/ext_tw_video_thumb/1383232585845727234/pu/img/ncCYKlf1oI38TqFY.jpg,17/04/2021 1:38:05,covid
557,VolvióTwitter,Porque Twitter volvió a funcionar tras fallar durante algunos minutos,https://t.co/LQH693fKSV,https://pbs.twimg.com/media/EzIuwvqVoAY8Bzy.jpg,17/04/2021 0:43:11,aislado
558,Vélez,Porque derrotó a Huracán en la #CopaDeLaLiga,https://t.co/76hxYGZ0kY,https://pbs.twimg.com/media/EzIXZbrWUAMPNPy.jpg,16/04/2021 23:01:06,deportivo
559,VamosCentral,Por su victoria ante Aldosivi en la #CopaDeLaLiga,https://t.co/gvAE0ya9xE,https://pbs.twimg.com/media/EzIOAd_WEAMTi5D.jpg,16/04/2021 22:20:04,deportivo
560,PARAVIDEO,Por el nuevo videoclip de Lady Ant y The FAM,https://t.co/YAdt65JK2y,https://pbs.twimg.com/media/EzIN4qtWYAM1ZFC.jpg,16/04/2021 22:19:33,artístico
561,Casi30,Porque Argentina registró 29.472 casos nuevos de #COVID19 en las últimas 24 horas,https://t.co/WSo6CAGEgn,https://pbs.twimg.com/media/EzIFZeGWYAIiwpY.jpg,16/04/2021 21:42:28,covid
562,Larrix,Porque ganó la #CopaFederacion y ascendió a la #FMSArgentina,https://t.co/ZkpMnqpZdP,https://pbs.twimg.com/media/EzH-xFRWEAE8ec3.jpg,16/04/2021 21:13:29,deportivo
563,Talleres,Porque venció a Unión en la #CopaDeLaLiga,https://t.co/iewLAIJgHA,https://pbs.twimg.com/media/EzHuS0pWgAU9CWW.jpg,16/04/2021 20:01:31,deportivo
564,Cambiohorario,Porque la #CopaDeLaLiga anunció la reprogramación de su Fecha 10,https://t.co/XwCnMAktRR,https://pbs.twimg.com/media/EzHuE9EXEAAhsm5.jpg,16/04/2021 20:00:34,deportivo
565,TheWall,Por la adaptación de #AnotherBrickInTheWall para pedir clases presenciales,https://t.co/tR1NajZZjQ,https://pbs.twimg.com/ext_tw_video_thumb/1383114033528778768/pu/img/yqoPP7ERel_SbUaL.jpg,16/04/2021 19:37:01,covid
566,NOESCUELAS,Por el tweet que publicó @ngmagaldi,https://t.co/5bKX3CXPAh,https://pbs.twimg.com/media/EzHYBOoWYAI9XGp.jpg,16/04/2021 18:24:12,mediático
567,Rublev,Porque venció a Rafael Nadal y avanzó a semifinales de #MonteCarlo,https://t.co/raoQxtu4dY,https://pbs.twimg.com/media/EzHXWaKW8AMDL3o.jpg,16/04/2021 18:21:16,deportivo
568,Francella,Por las declaraciones de Érica Rivas en Página 12,https://t.co/GXWuLVhgEk,https://pbs.twimg.com/media/EzHPt7dWUAAA__K.png,16/04/2021 17:47:56,mediático
569,Merkel,Por sus declaraciones sobre el #COVID19,https://t.co/v63s9Ws5MJ,https://pbs.twimg.com/ext_tw_video_thumb/1383108631533617154/pu/img/H969x0dsMUHLaEOs.jpg,16/04/2021 17:24:22,covid
570,HelenMcCrory,Porque informan que falleció a sus 52 años,https://t.co/M1hp4NWIaF,https://pbs.twimg.com/media/EzG6o3nXMAMcsRz.jpg,16/04/2021 16:15:50,trágico
571,EstadoDerecho,Por las declaraciones de Alberto Fernández,https://t.co/spi7BUEmZj,https://pbs.twimg.com/ext_tw_video_thumb/1383090863585296385/pu/img/E5I6xmCrJKS_D3x4.jpg,16/04/2021 16:12:28,político
572,TheLancet,Por quienes comparten un artículo sobre la reapertura de escuelas publicado en esa revista,https://t.co/I6tlda9BDd,https://pbs.twimg.com/media/EzGkzBYWEAUVula.jpg,16/04/2021 14:40:24,mediático
573,Magnetto,Porque informan que hizo un pedido en la Justicia para no pagar el Aporte Solidario y Extraordinario,https://t.co/Vz1KdnzDIe,https://pbs.twimg.com/media/EzGiKieXEAUAXVT.jpg,16/04/2021 14:28:54,político
574,Holanda,Por la ubicación de un tweet que publicó @SraMirta,https://t.co/JBGIH4x31T,https://pbs.twimg.com/media/EzGiCfdWUAE7cie.jpg,16/04/2021 14:28:21,mediático
575,Propongo,Por el tweet que publicó @JuanGrabois,https://t.co/DTJMQtztyG,https://pbs.twimg.com/media/EzD08TyWQAYVTd9.jpg,16/04/2021 1:52:05,político
576,FlorenciaChagas,Porque fue seleccionada por Indiana Fever en el #WNBADraft,https://t.co/8zPtvJzPe5,https://pbs.twimg.com/media/EzDoxA4WUAMIfrs.jpg,16/04/2021 0:58:53,deportivo
577,Rodo,Por el tweet que publicó @RodolfoDonofrio,https://t.co/SiViSL1cbK,https://pbs.twimg.com/media/EzDiGAyWYAMzrUT.jpg,16/04/2021 0:29:44,covid
578,Pogba,Por sus declaraciones sobre Boca,https://t.co/ksXtCweRsN,https://pbs.twimg.com/media/EzDSAZ8WUAMWefV.jpg,16/04/2021 0:24:11,deportivo
579,PAREJAAÑO,Por la nueva canción de Sebastián Yatra y Myke Towers,https://t.co/j4g7UzTPyo,https://pbs.twimg.com/media/EzDcpPMWUAAVYRJ.jpg,16/04/2021 0:05:55,artístico
580,PabloMuner,Porque será el nuevo director técnico de San Martín de Tucumán,https://t.co/ol7OrlfulV,https://pbs.twimg.com/media/EzDbvRVXIAEOa0K.jpg,16/04/2021 0:01:58,deportivo
581,CarlosTevez,Porque informan que hizo un pedido en la Justicia para no pagar el Aporte Solidario y Extraordinario,https://t.co/Y0DuyuzGtD,https://pbs.twimg.com/media/EzDavbuWEAENspl.jpg,15/04/2021 23:57:36,político
582,Santilli,Por quienes recuerdan sus declaraciones en febrero sobre la interrupción de clases presenciales,https://t.co/pHN0LJVAkk,https://pbs.twimg.com/ext_tw_video_thumb/1382829743800774660/pu/img/DUIlbyeXwZpx0NQg.jpg,15/04/2021 22:54:45,covid
583,Kicillof,Por su conferencia de prensa sobre las medidas contra el #COVID19,https://t.co/JtnhL0iKK3,https://pbs.twimg.com/ext_tw_video_thumb/1382826086329954306/pu/img/EnamYwXp-H1sATg3.jpg,15/04/2021 22:40:22,covid
584,GermánDelfino,Porque informan que dio positivo de #COVID19 y Darío Herrera lo reemplazará en el partido de Estudiantes ante Gimnasia,https://t.co/8fMJqlZjDG,https://pbs.twimg.com/media/EzDDNjJWEAAroxS.jpg,15/04/2021 22:14:49,covid
585,UNICEF,Por el comunicado de UNICEF y la Sociedad Argentina de Pediatría,https://t.co/2LjOqF10fy,https://pbs.twimg.com/media/EzC5HaxW8AYveZP.png,15/04/2021 21:30:42,político
586,Villarreal,Porque derrotó a Dinamo Zagreb y enfrentará al Arsenal en semifinales de la #UEL,https://t.co/oAO0NOjRR8,https://pbs.twimg.com/media/EzC3jdEW8AUVjiF.jpg,15/04/2021 21:23:52,deportivo
587,Roma,Porque eliminó al Ajax y enfrentará a Manchester United en las semifinales de la #UEL,https://t.co/K794ZF7lso,https://pbs.twimg.com/media/EzC3YzaXIAE_2V5.jpg,15/04/2021 21:23:09,deportivo
588,TodoVioleta,Porque @9zTeam venció a @TeamVitality y avanzó a la semifinal de la #BLASTPremier,https://t.co/Z0hFtp5LIB,https://pbs.twimg.com/media/EzCghLoWYAIIx-D.jpg,15/04/2021 19:43:14,deportivo
589,INDEC,"Porque comunicó que la inflación fue de 4,8% en marzo",https://t.co/1kgJuWQr87,https://pbs.twimg.com/media/EzCclQJXEAUu-nu.jpg,15/04/2021 19:26:02,político
590,Joaco,Por un artículo de La Nación,https://t.co/oSBfpiKquK,https://pbs.twimg.com/media/EzCDdBMWgAUMcTm.jpg,15/04/2021 17:36:14,mediático
591,Ineptitud,Por el tweet que publicó @mauriciomacri,https://t.co/hDzEmZjmnd,https://pbs.twimg.com/media/EzCDUR_WYAABWRz.jpg,15/04/2021 17:35:39,político
592,Larreta,Por sus declaraciones sobre las nuevas medidas contra el #COVID19,https://t.co/aCX4AswgNL,https://pbs.twimg.com/media/EzB3SmiXMAIlzM4.jpg,15/04/2021 16:43:07,covid
593,EmmaWatson,Porque cumple 31 años,https://t.co/ItUIs1HBh9,https://pbs.twimg.com/media/EzBsATEWgAAefHV.jpg,15/04/2021 15:53:47,conmemorativo
594,LaMarcusAldridge,Porque anunció su retiro del básquet profesional debido a problemas cardíacos,https://t.co/zkEuOAl9iS,https://pbs.twimg.com/media/EzBpWY-XIAUHCpI.jpg,15/04/2021 15:42:11,deportivo
595,AmaliaGranata,Por sus declaraciones en #LAM,https://t.co/oyiKr20lZK,https://pbs.twimg.com/ext_tw_video_thumb/1382720554319372296/pu/img/7HBA3ehaLdI4laG3.jpg,15/04/2021 15:41:43,mediático
596,Evans,Porque venció a Novak Djokovic y avanzó a los cuartos de #MonteCarlo,https://t.co/QA4ry9Jgem,https://pbs.twimg.com/media/EzBMcyPWEAAxL_C.jpg,15/04/2021 13:35:56,deportivo
597,LeonardoVinci,Porque se cumplen 569 años desde su nacimiento,https://t.co/vqJnHCPbLI,https://pbs.twimg.com/media/EzBJn8xXAAUntJ8.jpg,15/04/2021 13:23:35,conmemorativo
598,Jair,Por el tweet que publicó @jairbolsonaro,https://t.co/qwQhiCZFcL,https://pbs.twimg.com/media/EzBJhYFWEAMUI7r.png,15/04/2021 13:23:08,político
599,Raquel,Porque Netflix anunció la película #ATravésDeMiVentanaNetflix,https://t.co/WeRvHxmYtL,https://pbs.twimg.com/media/EzBJZyfXAAMv7_8.jpg,15/04/2021 13:22:37,artístico
600,AsignaciónUniversal,Por el bono que anunció Alberto Fernández,https://t.co/UAsYZW4GlQ,https://pbs.twimg.com/ext_tw_video_thumb/1382662525582458888/pu/img/WQ2FE1D8K9FZNXLg.jpg,15/04/2021 13:21:40,político
601,Defensa,Porque venció a Palmeiras y se consagró campeón de la #Recopa,https://t.co/NCfrASh2KA,https://pbs.twimg.com/media/Ey_AEomXEAgGiKZ.jpg,15/04/2021 3:22:37,deportivo
602,Arias,Porque atajó dos penales para la clasificación de Racing a octavos de la #CopaArgentina,https://t.co/X6btz9PSE9,https://pbs.twimg.com/amplify_video_thumb/1382524322695249928/img/Yfbgifr1T-gMz0WJ.jpg,15/04/2021 2:52:03,deportivo
603,Olivos,Por las protestas en contra de las nuevas medidas contra el #COVID19,https://t.co/4RhXmAIe00,https://pbs.twimg.com/media/Ey-wOJ6XEAIrcoM.jpg,15/04/2021 2:13:21,covid
604,Pampita,Por tweets que publicó,https://t.co/mi8ee3EiRk,https://pbs.twimg.com/media/Ey-wLPYWYAEcMuE.png,15/04/2021 2:13:09,mediático
605,IndependienteValle,Porque eliminó a Gremio e ingresó al Grupo A de la #Libertadores,https://t.co/DroJJfoR20,https://pbs.twimg.com/media/Ey-Xd1ZXAAANPPM.jpg,15/04/2021 0:25:12,deportivo
606,AMBA,Por las nuevas medidas contra el #COVID19 que anunció Alberto Fernández,https://t.co/aJADmBW9a4,https://pbs.twimg.com/ext_tw_video_thumb/1382489844216168449/pu/img/sbiryw6oA9TnP7G4.jpg,15/04/2021 0:24:21,covid
